treatment,forest_type,plot_ID,gbh_cm,gbh_cm_stem2,gbh_cm_stem3,height_m,code,species_ID,family,ID_level,plotA,plotB,plotC,wd_m,wd_sd,WD_level,type_plot,gf
L1,evergreen,MAT1C5P06,235.5,NA,NA,23.5,pompin,Pometia pinnata,Sapindaceae,S,Y,NA,Y,0.63303,0.066968606,S,A,T
L1,evergreen,MAT1C5P06,158,NA,NA,35.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT1C5P06,83,NA,NA,9.5,drasp,Dracaena sp,Dracaenaceae,G,Y,NA,NA,0.41832,0.057253439,G,A,T
L1,evergreen,MAT1C5P06,42,NA,NA,11.5,endmac,Endocomia macrocoma var. Prainii,Myristicaceae,S,Y,NA,NA,0.587397252,0.037470326,P,A,T
L1,evergreen,MAT1C5P06,210.38,NA,NA,23.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,233,NA,NA,31.5,pajrhe,Pajanelia rheedei,Bignoniaceae,S,NA,NA,Y,0.716352,0.252720576,S,C,T
L1,evergreen,MAT1C5P06,241.78,NA,NA,28.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,180,NA,NA,29.5,endmac,Endocomia macrocoma var. Prainii,Myristicaceae,S,NA,NA,Y,0.587397252,0.037470326,P,C,T
L1,evergreen,MAT1C5P06,239,NA,NA,43.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C5P06,188,NA,NA,28.5,endmac,Endocomia macrocoma var. Prainii,Myristicaceae,S,NA,NA,Y,0.587397252,0.037470326,P,C,T
L1,evergreen,MAT1C5P06,213,NA,NA,28.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,NA,Y,0.61240513,0.066353381,G,C,T
L1,evergreen,MAT1C5P06,190,NA,NA,17.5,xanand,Xanthophyllum andamanicum,Xanthophyllaceae,S,NA,NA,Y,0.704273905,0.087201939,G,C,T
L1,evergreen,MAT1C5P06,343,NA,NA,22.5,pisumb,Pisonia umbellifera,Nyctaginaceae,S,NA,NA,Y,0.2809,0.035420439,S,C,T
L1,evergreen,MAT1C5P06,215,NA,NA,28.5,neocad,Neolamarckia cadamba,Rubiaceae,S,NA,NA,Y,0.587397252,0.037470326,P,C,T
L1,evergreen,MAT1C5P06,233,NA,NA,27.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,191,NA,NA,28.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,206,NA,NA,27.5,endmac,Endocomia macrocoma var. Prainii,Myristicaceae,S,NA,NA,Y,0.587397252,0.037470326,P,C,T
L1,evergreen,MAT1C5P06,250,NA,NA,44.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C5P06,260.62,NA,NA,29.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,214,NA,NA,24.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,241.78,NA,NA,30.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,280,NA,NA,27.5,xanand,Xanthophyllum andamanicum,Xanthophyllaceae,S,NA,NA,Y,0.704273905,0.087201939,G,C,T
L1,evergreen,MAT1C5P06,190,NA,NA,21,xanand,Xanthophyllum andamanicum,Xanthophyllaceae,S,NA,NA,Y,0.704273905,0.087201939,G,C,T
L1,evergreen,MAT1C5P06,298.3,NA,NA,28.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C5P06,193,NA,NA,31.5,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L1,evergreen,MAT1C5P06,300,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.587397252,0.037470326,P,C,T
L1,evergreen,MAT1C6P01,83,NA,NA,32.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT1C6P01,74,NA,NA,19.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT1C6P01,46,NA,NA,14.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
L1,evergreen,MAT1C6P01,32,NA,NA,12.5,drylon,Drypetes longifolia,Euphorbioaceae,S,Y,NA,NA,0.62,0.075472281,S,A,T
L1,evergreen,MAT1C6P01,220,NA,NA,30.5,stepar,Sterculia parviflora,Sterculiaceae,S,Y,NA,Y,0.426577466,0.127696287,G,A,T
L1,evergreen,MAT1C6P01,50,NA,NA,14.5,pteala,Pterygota alata,Sterculiaceae,S,Y,NA,NA,0.44664,0.047178164,S,A,T
L1,evergreen,MAT1C6P01,47,NA,NA,12.5,panand,Pandanus andamanica,Pandanaceae,S,Y,NA,NA,0.3309,NA,G,A,T
L1,evergreen,MAT1C6P01,56,NA,NA,14.5,leprub,Lepisanthes rubiginosa,Sapindaceae,S,Y,NA,NA,0.63,0.156428898,S,A,T
L1,evergreen,MAT1C6P01,64,NA,NA,18.5,panand,Pandanus andamanica,Pandanaceae,S,Y,NA,NA,0.3309,NA,G,A,T
L1,evergreen,MAT1C6P01,33,NA,NA,11,bacsap,Baccaurea sapida,Euphorbioaceae,S,Y,NA,NA,0.623529412,0.082911186,G,A,T
L1,evergreen,MAT1C6P01,55,NA,NA,15.5,artcha,Artocarpus chaplasha,Moraceae,S,Y,NA,NA,0.459192,0.012999451,S,A,T
L1,evergreen,MAT1C6P01,49,NA,NA,17.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
L1,evergreen,MAT1C6P01,41,NA,NA,10.5,leprub,Lepisanthes rubiginosa,Sapindaceae,S,Y,NA,NA,0.63,0.156428898,S,A,T
L1,evergreen,MAT1C6P01,57,NA,NA,19.5,aphpol,Aphanamixis polystachya,Meliaceae,S,Y,NA,NA,0.5764139,0.06577571,S,A,T
L1,evergreen,MAT1C6P01,36,NA,NA,8,bacsap,Baccaurea sapida,Euphorbioaceae,S,Y,NA,NA,0.623529412,0.082911186,G,A,T
L1,evergreen,MAT1C6P01,31,NA,NA,7.5,bacsap,Baccaurea sapida,Euphorbioaceae,S,Y,NA,NA,0.623529412,0.082911186,G,A,T
L1,evergreen,MAT1C6P01,118,NA,NA,28.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT1C6P01,34,NA,NA,10,pteace,Pterospermum aceroides,Sterculiaceae,S,Y,NA,NA,0.520992806,0.099729288,G,A,T
L1,evergreen,MAT1C6P01,65,NA,NA,17.5,panand,Pandanus andamanica,Pandanaceae,S,Y,NA,NA,0.3309,NA,G,A,T
L1,evergreen,MAT1C6P01,32,NA,NA,12.5,diound,Diospyros undulata,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,evergreen,MAT1C6P01,38,NA,NA,14.5,leprub,Lepisanthes rubiginosa,Sapindaceae,S,Y,NA,NA,0.63,0.156428898,S,A,T
L1,evergreen,MAT1C6P01,130,NA,NA,22.5,artcha,Artocarpus chaplasha,Moraceae,S,Y,NA,NA,0.459192,0.012999451,S,A,T
L1,evergreen,MAT1C6P01,50,NA,NA,11.5,jbadam,jungli badam medha,NA,G,Y,NA,NA,0.553063475,0.0467096,P,A,T
L1,evergreen,MAT1C6P01,100,NA,NA,21.5,aphpol,Aphanamixis polystachya,Meliaceae,S,Y,NA,NA,0.5764139,0.06577571,S,A,T
L1,evergreen,MAT1C6P01,134,NA,NA,26.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
L1,evergreen,MAT1C6P01,76,NA,NA,15.5,pteace,Pterospermum aceroides,Sterculiaceae,S,Y,NA,NA,0.520992806,0.099729288,G,A,T
L1,evergreen,MAT1C6P01,54,NA,NA,10.5,drylon,Drypetes longifolia,Euphorbioaceae,S,Y,NA,NA,0.62,0.075472281,S,A,T
L1,evergreen,MAT1C6P01,41,NA,NA,NA,belsp,Climber species,NA,G,Y,NA,NA,0.553063475,0.0467096,P,A,P
L1,evergreen,MAT1C6P01,35,NA,NA,9,bacsap,Baccaurea sapida,Euphorbioaceae,S,Y,NA,NA,0.623529412,0.082911186,G,A,T
L1,evergreen,MAT1C6P01,32,NA,NA,8.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,Y,NA,NA,0.524774716,0.100269141,G,A,T
L1,evergreen,MAT1C6P01,57,NA,NA,16.5,pteala,Pterygota alata,Sterculiaceae,S,Y,NA,NA,0.44664,0.047178164,S,A,T
L1,evergreen,MAT1C6P01,40,NA,NA,10.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
L1,evergreen,MAT1C6P01,280,NA,NA,38.5,parins,Parishia insignis,Anacardiaceae,S,Y,NA,Y,0.556666667,0.090184995,S,A,T
L1,evergreen,MAT1C6P01,185,NA,NA,21.5,pajrhe,Pajanelia rheedei,Bignoniaceae,S,NA,NA,Y,0.716352,0.252720576,S,C,T
L1,evergreen,MAT1C6P01,200,NA,NA,24.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT1C6P01,180,NA,NA,26.5,artcha,Artocarpus chaplasha,Moraceae,S,NA,NA,Y,0.459192,0.012999451,S,C,T
L1,evergreen,MAT1C6P01,230,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.553063475,0.0467096,P,C,T
L1,evergreen,MAT1C6P01,250,NA,NA,37.5,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L1,evergreen,MAT1C6P01,245,NA,NA,38.5,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L1,evergreen,MAT1C6P01,220,NA,NA,39.5,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L1,evergreen,MAT1C6P01,471,NA,NA,42.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,evergreen,MAT1C6P01,195,NA,NA,39.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C6P01,392.5,NA,NA,40.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
L1,evergreen,MAT1C6P01,450,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.553063475,0.0467096,P,C,T
L1,evergreen,MAT1C6P01,40,NA,NA,2.5,mussp,Musa sp,Musaceae,G,Y,Y,NA,0.553063475,0.0467096,P,B,P
L1,evergreen,MAT1C6P01,50,NA,NA,12.5,aposp1,Aporosa sp1,Euphorbioaceae,S,Y,Y,NA,0.37023,NA,G,B,T
L1,evergreen,MAT1C6P01,14,NA,NA,6.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L1,evergreen,MAT1C6P01,28,NA,NA,10.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L1,evergreen,MAT1C6P01,35,NA,NA,9.5,surmul,Suregada multiflora,Euphorbioaceae,S,Y,Y,NA,0.647472,0.033046136,S,B,T
L1,evergreen,MAT1C6P01,113,NA,NA,28.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,evergreen,MAT1C6P01,10,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT1C6P01,12,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT1C6P01,30,NA,NA,8.5,orohex,Orophea hexandra,Annonaceae,S,Y,Y,NA,0.553063475,0.0467096,P,B,T
L1,evergreen,MAT1C6P01,15,NA,NA,2.5,marcra,Marsypopetalum crassum,Annonaceae,S,NA,Y,NA,0.553063475,0.0467096,P,B,T
L1,evergreen,MAT1C6P01,16,NA,NA,2,marcra,Marsypopetalum crassum,Annonaceae,S,NA,Y,NA,0.553063475,0.0467096,P,B,T
L1,evergreen,MAT1C6P01,14,NA,NA,6.5,crysp,Cryptocarya sp,Lauraceae,G,NA,Y,NA,0.578337706,0.109239455,G,B,T
L1,evergreen,MAT1C6P01,11,NA,NA,2.5,marcra,Marsypopetalum crassum,Annonaceae,S,NA,Y,NA,0.553063475,0.0467096,P,B,T
L1,evergreen,MAT1C6P01,108,NA,NA,10,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,evergreen,MAT1C6P01,20,NA,NA,5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L1,evergreen,MAT1C6P01,150,NA,NA,23.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,evergreen,MAT1C6P01,22,NA,NA,4,glosp,Glochidion sp,Euphorbioaceae,G,NA,Y,NA,0.562466778,0.065759955,G,B,T
L1,evergreen,MAT1C6P02,43,NA,NA,10,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
L1,evergreen,MAT1C6P02,11,NA,NA,4,arcsp,Archidendron sp,Mimosaceae,G,NA,Y,NA,0.41305525,0.100257996,G,B,T
L1,evergreen,MAT1C6P02,13,NA,NA,15,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.566570351,0.048702353,P,B,P
L1,evergreen,MAT1C6P02,17,NA,NA,3.5,aretri,Areca triandra,Arecaceae,S,NA,Y,NA,0.566570351,0.048702353,P,B,P
L1,evergreen,MAT1C6P02,10,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT1C6P02,12,NA,NA,4.5,ficsp,Ficus sp,Moraceae,G,NA,Y,NA,0.411557578,0.093306861,G,B,T
L1,evergreen,MAT1C6P02,25,NA,NA,7.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L1,evergreen,MAT1C6P02,28,NA,NA,4,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.566570351,0.048702353,P,B,P
L1,evergreen,MAT1C6P02,95,NA,NA,22.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,evergreen,MAT1C6P02,52,NA,NA,6,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L1,evergreen,MAT1C6P02,11,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT1C6P02,12,NA,NA,5,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L1,evergreen,MAT1C6P02,15,NA,NA,5.5,musgla,Mussaenda glabra,Rubiaceae,S,NA,Y,NA,0.566570351,0.048702353,P,B,T
L1,evergreen,MAT1C6P02,43,NA,NA,8.5,unk,unknown,NA,G,Y,NA,NA,0.566570351,0.048702353,P,A,T
L1,evergreen,MAT1C6P02,104,NA,NA,25.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L1,evergreen,MAT1C6P02,178,NA,NA,37.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT1C6P02,60,NA,NA,18.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
L1,evergreen,MAT1C6P02,74,NA,NA,15.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L1,evergreen,MAT1C6P02,65,NA,NA,15.5,xanand,Xanthophyllum andamanicum,Xanthophyllaceae,S,Y,NA,NA,0.704273905,0.087201939,G,A,T
L1,evergreen,MAT1C6P02,78,NA,NA,17.5,unk,unknown,NA,G,Y,NA,NA,0.566570351,0.048702353,P,A,T
L1,evergreen,MAT1C6P02,33,NA,NA,15.5,diound,Diospyros undulata,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,evergreen,MAT1C6P02,30,NA,NA,9.5,diound,Diospyros undulata,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,evergreen,MAT1C6P02,250,NA,NA,NA,stump,stump,NA,G,Y,NA,Y,0.566570351,0.048702353,P,A,T
L1,evergreen,MAT1C6P02,34,NA,NA,9.5,pteace,Pterospermum aceroides,Sterculiaceae,S,Y,NA,NA,0.520992806,0.099729288,G,A,T
L1,evergreen,MAT1C6P02,145,NA,NA,17.5,pompin,Pometia pinnata,Sapindaceae,S,Y,NA,NA,0.63303,0.066968606,S,A,T
L1,evergreen,MAT1C6P02,83,NA,NA,14.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT1C6P02,54,NA,NA,13.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT1C6P02,134,NA,NA,26.5,stepar,Sterculia parviflora,Sterculiaceae,S,Y,NA,NA,0.426577466,0.127696287,G,A,T
L1,evergreen,MAT1C6P02,35,NA,NA,11.5,kneand,Knema andamanica,Myristicaceae,S,Y,NA,NA,0.533326316,0.045363932,G,A,T
L1,evergreen,MAT1C6P02,142,NA,NA,19.5,pajrhe,Pajanelia rheedei,Bignoniaceae,S,Y,NA,NA,0.716352,0.252720576,S,A,T
L1,evergreen,MAT1C6P02,45,71,NA,14.5,artgom,Artocarpus gomezianus,Moraceae,S,Y,NA,NA,0.54,0,S,A,T
L1,evergreen,MAT1C6P02,165,NA,NA,18.5,mansyl,Mangifera sylvatica,Anacardiaceae,S,Y,NA,NA,0.5166,0.060728577,S,A,T
L1,evergreen,MAT1C6P02,35,NA,NA,9.5,bacsap,Baccaurea sapida,Euphorbioaceae,S,Y,NA,NA,0.623529412,0.082911186,G,A,T
L1,evergreen,MAT1C6P02,34,NA,NA,12.5,prucey,Prunus ceylanica,Rosaceae,S,Y,NA,NA,0.581793763,0.150706687,G,A,T
L1,evergreen,MAT1C6P02,55,NA,NA,9.5,semkur,Semecarpus kurzii,Anacardiaceae,S,Y,NA,NA,0.357206,0.087608313,G,A,T
L1,evergreen,MAT1C6P02,41,NA,NA,8,mansyl,Mangifera sylvatica,Anacardiaceae,S,Y,NA,NA,0.5166,0.060728577,S,A,T
L1,evergreen,MAT1C6P02,95,NA,NA,16.5,arcsp,Archidendron sp,Mimosaceae,G,Y,NA,NA,0.41305525,0.100257996,G,A,T
L1,evergreen,MAT1C6P02,121,NA,NA,16.5,bomins,Bombax insigne,Bombacaceae,S,Y,NA,NA,0.371231783,0.07320674,G,A,T
L1,evergreen,MAT1C6P02,136,NA,NA,19.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,Y,NA,NA,0.645402767,0.073764352,G,A,T
L1,evergreen,MAT1C6P02,88,NA,NA,24.5,pajrhe,Pajanelia rheedei,Bignoniaceae,S,Y,NA,NA,0.716352,0.252720576,S,A,T
L1,evergreen,MAT1C6P02,99,NA,NA,25.5,elatec,Elaeocarpus tectorius,Elaeocarpaceae,S,Y,NA,NA,0.488610154,0.095415774,G,A,T
L1,evergreen,MAT1C6P02,274,NA,NA,39.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C6P02,340,NA,NA,40.5,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L1,evergreen,MAT1C6P02,180,NA,NA,32.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C6P02,275,NA,NA,34.5,endmal,Endospermum malaccense,Euphorbioaceae,S,NA,NA,Y,0.46,0.050368756,S,C,T
L1,evergreen,MAT1C6P02,230,NA,NA,39.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C6P02,290,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.566570351,0.048702353,P,C,T
L1,evergreen,MAT1C6P02,230,NA,NA,36.5,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L1,evergreen,MAT1C6P02,235,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.566570351,0.048702353,P,C,T
L1,evergreen,MAT1C6P02,220,NA,NA,35.5,pompin,Pometia pinnata,Sapindaceae,S,NA,NA,Y,0.63303,0.066968606,S,C,T
L1,evergreen,MAT1C6P02,280,NA,NA,34.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,evergreen,MAT1C6P02,190,NA,NA,38.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,evergreen,MAT1C6P02,240,NA,NA,33.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT1C6P02,182,NA,NA,32.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,evergreen,MAT1C6P02,190,NA,NA,29.5,bomins,Bombax insigne,Bombacaceae,S,NA,NA,Y,0.371231783,0.07320674,G,C,T
L1,evergreen,MAT1C6P02,215,NA,NA,42.5,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L1,deciduous,MAT1C6P03,34,NA,NA,8,agland,Aglaia andamanica,Meliaceae,S,Y,NA,NA,0.659026321,0.089693385,G,A,T
L1,deciduous,MAT1C6P03,53,NA,NA,23.5,cracoc,Cratoxylon cochinchinense,Hypericaceae,S,Y,NA,NA,0.560874471,0.042905444,P,A,T
L1,deciduous,MAT1C6P03,173,NA,NA,26.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
L1,deciduous,MAT1C6P03,38,NA,NA,19.5,cracoc,Cratoxylon cochinchinense,Hypericaceae,S,Y,NA,NA,0.560874471,0.042905444,P,A,T
L1,deciduous,MAT1C6P03,39,NA,NA,8,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT1C6P03,35,NA,NA,6.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L1,deciduous,MAT1C6P03,165,NA,NA,30.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,Y,NA,NA,0.307096,0.048223214,S,A,T
L1,deciduous,MAT1C6P03,30,NA,NA,7,diokur,Diospyros kurzii,Ebenaceae,S,Y,NA,NA,0.8,0.130127619,S,A,T
L1,deciduous,MAT1C6P03,38,NA,NA,13.5,milhor,Miliusa horsfieldii,Annonaceae,S,Y,NA,NA,0.61,0.038162367,S,A,T
L1,deciduous,MAT1C6P03,52,NA,NA,3.5,panand,Pandanus andamanica,Pandanaceae,S,Y,NA,NA,0.3309,NA,G,A,T
L1,deciduous,MAT1C6P03,42,NA,NA,14.5,sagell,Sageraea elliptica,Annonaceae,S,Y,NA,NA,0.67,0.086799749,S,A,T
L1,deciduous,MAT1C6P03,31,NA,NA,10,milhor,Miliusa horsfieldii,Annonaceae,S,Y,NA,NA,0.61,0.038162367,S,A,T
L1,deciduous,MAT1C6P03,50,NA,NA,14.5,milhor,Miliusa horsfieldii,Annonaceae,S,Y,NA,NA,0.61,0.038162367,S,A,T
L1,deciduous,MAT1C6P03,31,NA,NA,7,milhor,Miliusa horsfieldii,Annonaceae,S,Y,NA,NA,0.61,0.038162367,S,A,T
L1,deciduous,MAT1C6P03,101,NA,NA,12.5,mitrot,Mitragyna rotundifolia,Rubiaceae,S,Y,NA,NA,0.527408,0.052902901,S,A,T
L1,deciduous,MAT1C6P03,163,NA,NA,26.5,terpro,Terminalia procera,Combretaceae,S,Y,NA,NA,0.52,0.153541295,S,A,T
L1,deciduous,MAT1C6P03,72,NA,NA,19.5,milhor,Miliusa horsfieldii,Annonaceae,S,Y,NA,NA,0.61,0.038162367,S,A,T
L1,deciduous,MAT1C6P03,46,NA,NA,13.5,cracoc,Cratoxylon cochinchinense,Hypericaceae,S,Y,NA,NA,0.560874471,0.042905444,P,A,T
L1,deciduous,MAT1C6P03,146,NA,NA,30.5,neogag,Neonauclea gagaena,Rubiaceae,S,Y,NA,NA,0.655777219,0.05189097,G,A,T
L1,deciduous,MAT1C6P03,39,NA,NA,16.5,diokur,Diospyros kurzii,Ebenaceae,S,Y,NA,NA,0.8,0.130127619,S,A,T
L1,deciduous,MAT1C6P03,146,NA,NA,28.5,caneup,Canarium euphyllum,Burseraceae,S,Y,NA,NA,0.35,0.087044145,S,A,T
L1,deciduous,MAT1C6P03,170,NA,NA,28.5,caneup,Canarium euphyllum,Burseraceae,S,Y,NA,NA,0.35,0.087044145,S,A,T
L1,deciduous,MAT1C6P03,49,NA,NA,19.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
L1,deciduous,MAT1C6P03,150,NA,NA,35.5,terpro,Terminalia procera,Combretaceae,S,Y,NA,NA,0.52,0.153541295,S,A,T
L1,deciduous,MAT1C6P03,58,NA,NA,13.5,gonmac,Goniothalamus macranthus,Annonaceae,S,Y,NA,NA,0.44,0.084852814,G,A,T
L1,deciduous,MAT1C6P03,48,NA,NA,11.5,gonmac,Goniothalamus macranthus,Annonaceae,S,Y,NA,NA,0.44,0.084852814,G,A,T
L1,deciduous,MAT1C6P03,45,NA,NA,5.5,gremic,Grewia microcos,Ulmaceae,S,Y,NA,NA,0.556633203,0.103219954,G,A,T
L1,deciduous,MAT1C6P03,220,NA,NA,29.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,NA,NA,Y,0.25,0.070641633,S,C,T
L1,deciduous,MAT1C6P03,185,NA,NA,30.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L1,deciduous,MAT1C6P03,180,NA,NA,28.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,deciduous,MAT1C6P03,210,NA,NA,32.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L1,deciduous,MAT1C6P03,230,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.560874471,0.042905444,P,C,T
